City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
282,wagar,12,US,1526365372,93,31.44,-87.99,69.88,2.28
283,batticaloa,36,LK,1526365065,97,7.71,81.69,86.53,4.97
284,kaitangata,24,NZ,1526364808,85,-46.28,169.85,41.98,2.17
285,salekhard,75,RU,1526362200,87,66.54,66.62,48.2,15.66
286,luba,76,PH,1526365373,57,17.32,120.7,88.51,5.3
287,port macquarie,8,AU,1526360400,49,-31.43,152.91,68.0,9.17
288,arraial do cabo,80,BR,1526364798,93,-22.97,-42.02,73.3,10.89
289,plettenberg bay,0,ZA,1526365375,100,-34.05,23.37,59.44,4.41
290,pilot butte,5,CA,1526360400,28,50.48,-104.42,55.4,13.87
291,tubuala,40,PA,1526364000,100,9.52,-79.03,75.2,4.18
292,soyo,76,AO,1526365376,95,-6.13,12.37,75.28,2.73
293,sao joao da barra,64,BR,1526365377,98,-21.64,-41.05,76.18,14.58
294,port blair,8,IN,1526365377,100,11.67,92.75,86.8,1.28
295,mehamn,0,NO,1526359800,70,71.03,27.85,44.6,11.41
296,teguise,40,ES,1526364000,82,29.06,-13.56,62.6,13.87
297,mersin,40,TR,1526363400,69,36.81,34.63,73.4,3.36
298,ugoofaaru,76,MV,1526365400,100,5.67,73.0,83.83,6.31
299,churapcha,92,RU,1526365401,98,62.0,132.43,43.42,6.76
300,clyde river,1,CA,1526363340,85,70.47,-68.59,23.0,25.28
301,shache,0,CN,1526365401,34,38.42,77.24,77.44,5.08
302,storsteinnes,40,NO,1526363400,51,69.24,19.23,60.8,1.72
303,caravelas,88,BR,1526364981,100,-17.73,-39.27,77.35,12.46
304,amuntai,0,ID,1526365403,69,-2.42,115.25,89.68,2.84
305,port hawkesbury,1,CA,1526360400,93,45.62,-61.36,42.8,6.93
306,dakar,75,SN,1526360400,94,14.69,-17.45,68.0,9.17
307,marsabit,36,KE,1526365404,85,2.34,37.99,74.56,12.57
308,brae,20,GB,1526363400,66,60.4,-1.35,53.6,16.11
309,ornskoldsvik,0,SE,1526363400,52,63.29,18.72,66.2,3.36
310,tilichiki,0,RU,1526364858,95,60.47,166.1,37.75,2.51
311,opuwo,0,NA,1526365406,65,-18.06,13.84,51.43,3.4
312,villanueva de la serena,0,ES,1526365407,47,38.97,-5.8,53.95,10.78
313,terrace bay,0,CA,1526365407,83,48.78,-87.1,40.27,6.76
314,paita,92,PE,1526365408,82,-5.09,-81.11,69.43,5.75
315,nansio,92,TZ,1526365408,100,-2.11,33.09,66.82,8.21
316,roswell,1,US,1526360100,13,33.39,-104.52,77.0,11.41
317,ambon,0,FR,1526364000,87,47.55,-2.56,51.8,8.05
318,hamilton,75,CA,1526360640,93,43.26,-79.87,64.4,8.05
319,staraya russa,0,RU,1526365410,44,57.99,31.36,67.36,2.95
320,houma,8,CN,1526365410,72,35.63,111.36,77.8,3.85
321,sungurlare,0,BG,1526364000,77,42.77,26.78,66.2,4.7
322,prince albert,90,CA,1526361900,50,53.2,-105.75,57.2,16.11
323,howell,90,US,1526365200,93,40.17,-74.19,62.6,4.7
324,axim,76,GH,1526365179,100,4.87,-2.24,79.15,6.64
325,skibbereen,75,IE,1526364000,100,51.55,-9.27,51.8,3.36
326,hambantota,8,LK,1526365125,92,6.12,81.12,86.17,7.43
327,udachnyy,0,RU,1526365414,50,66.42,112.4,39.91,4.18
328,arman,75,RU,1526362200,87,59.7,150.17,42.8,8.95
329,grand forks,1,US,1526364900,43,47.91,-97.06,55.4,5.82
330,batagay-alyta,56,RU,1526365190,84,67.8,130.41,29.38,4.07
331,belmonte,0,PT,1526365416,73,40.36,-7.35,42.61,6.31
332,yankton,1,US,1526360160,87,42.87,-97.4,60.8,6.42
333,vila franca do campo,75,PT,1526364000,72,37.72,-25.43,60.8,6.93
334,dhidhdhoo,68,MV,1526365166,100,6.88,73.1,85.09,8.55
335,lompoc,90,US,1526363880,87,34.64,-120.46,57.2,5.97
336,meulaboh,64,ID,1526365418,100,4.14,96.13,83.11,5.53
337,san anselmo,90,US,1526364120,81,37.97,-122.56,55.4,6.76
338,ipixuna,92,BR,1526364000,94,-1.76,-48.8,75.2,2.24
339,buchanan,75,LR,1526364000,94,5.88,-10.05,77.0,4.7
340,erzin,0,TR,1526363400,57,36.95,36.2,75.2,16.11
341,banda aceh,32,ID,1526365421,100,5.56,95.32,79.24,1.72
342,bloemfontein,0,ZA,1526360400,93,-29.12,26.22,37.4,2.24
343,ponta do sol,0,BR,1526364865,85,-20.63,-46.0,61.96,7.65
344,laguna,0,MX,1526365423,41,27.52,-110.01,72.85,3.18
345,srednekolymsk,88,RU,1526365069,61,67.46,153.71,45.94,1.95
346,state college,40,US,1526363100,93,40.79,-77.86,62.6,4.7
347,goianesia,0,BR,1526365424,60,-15.32,-49.12,65.56,10.78
348,fosforitnyy,0,RU,1526362200,67,55.33,38.9,62.6,8.95
349,voyvozh,0,RU,1526365425,92,62.89,54.96,38.38,17.27
350,sandy bay,75,AU,1526364000,66,-42.9,147.33,48.2,12.75
351,puerto colombia,40,CO,1526364000,94,10.99,-74.96,77.0,3.36
352,tsumeb,0,NA,1526365427,38,-19.25,17.72,55.48,11.01
353,ancud,0,CL,1526364883,86,-41.87,-73.83,38.83,2.39
354,puksoozero,24,RU,1526365428,27,62.59,40.61,71.68,8.66
355,springbok,0,ZA,1526365428,85,-29.67,17.88,39.01,6.2
356,san cayetano,100,CO,1526365429,97,5.33,-74.03,51.88,2.06
357,pevek,8,RU,1526365430,89,69.7,170.27,31.63,6.2
358,laje,92,BR,1526365430,98,-13.18,-39.42,69.34,5.19
359,zhuhai,0,CN,1526360400,28,40.71,112.04,86.0,15.66
360,yumen,32,CN,1526364999,36,40.29,97.04,69.88,6.2
361,sisimiut,80,GL,1526365431,92,66.94,-53.67,22.36,1.95
362,kitimat,75,CA,1526360400,38,54.02,-128.69,59.0,8.05
363,mount isa,12,AU,1526364000,17,-20.73,139.49,77.0,11.41
364,tual,64,ID,1526365034,100,-5.67,132.75,81.58,10.0
365,ndioum,0,SN,1526364000,60,16.51,-14.65,73.4,2.24
366,port augusta,40,AU,1526364000,67,-32.49,137.76,62.6,11.41
367,souillac,90,FR,1526364000,87,45.6,-0.6,53.6,8.05
368,pisco,90,PE,1526364000,88,-13.71,-76.2,68.0,3.36
369,tiarei,75,PF,1526364000,74,-17.53,-149.33,78.8,4.7
370,marawi,68,PH,1526365435,97,8.0,124.29,76.0,1.61
371,puerto quijarro,0,BO,1526365436,79,-19.0,-57.72,72.76,3.4
372,maningrida,36,AU,1526365437,50,-12.05,134.23,88.33,15.48
373,wairoa,80,NZ,1526365437,94,-39.04,177.43,60.16,6.98
374,nabire,80,ID,1526365438,88,-3.36,135.5,75.82,2.39
375,coihaique,20,CL,1526364000,93,-45.58,-72.07,39.2,2.24
376,caraballeda,20,VE,1526364000,83,10.61,-66.85,75.2,2.24
377,uray,80,RU,1526365440,68,60.13,64.8,41.89,6.64
378,san vicente,0,SV,1526363400,100,13.64,-88.78,78.8,2.39
379,beipiao,56,CN,1526365441,70,41.8,120.76,77.53,17.27
380,bay roberts,90,CA,1526361600,93,47.58,-53.28,42.8,9.17
381,guatire,20,VE,1526364000,83,10.47,-66.54,75.2,2.24
382,corinto,76,BR,1526365443,93,-18.36,-44.46,63.49,4.63
383,nong bua,0,TH,1526365443,57,15.87,100.58,95.98,6.87
384,amazar,24,RU,1526365443,62,53.86,120.88,50.98,3.85
385,vardo,75,US,1526363580,93,39.62,-77.74,66.2,4.7
386,tari,12,NG,1526365445,75,12.41,4.49,79.78,3.29
387,cockburn town,44,TC,1526365445,96,21.46,-71.14,79.78,20.74
388,luanda,0,AO,1526365446,95,-8.83,13.24,75.37,1.83
389,maniitsoq,20,GL,1526365446,83,65.42,-52.9,22.36,6.76
390,bilibino,20,RU,1526365447,62,68.06,166.44,40.54,4.41
391,rassvet,20,MD,1526364000,77,47.2,28.43,60.8,10.29
392,mackay,1,CA,1526360400,24,53.65,-115.58,68.0,4.7
393,kokomo,1,US,1526364300,64,40.49,-86.13,78.8,12.75
394,vanavara,76,RU,1526365450,52,60.35,102.28,47.11,6.42
395,burnie,8,AU,1526365450,100,-41.05,145.91,55.39,18.16
396,broken hill,64,AU,1526365450,63,-31.97,141.45,58.0,12.46
397,marsa matruh,75,EG,1526360400,82,31.35,27.25,68.0,4.7
398,olovyannaya,92,RU,1526365451,69,50.94,115.59,53.32,9.78
399,rawson,92,AR,1526365452,97,-43.3,-65.11,46.39,24.32
400,presidencia roque saenz pena,100,AR,1526365452,97,-26.79,-60.44,65.65,3.74
401,biryusinsk,36,RU,1526365452,59,55.96,97.82,52.06,5.19
402,shellbrook,90,CA,1526361900,50,53.22,-106.39,57.2,16.11
403,bubaque,8,GW,1526365154,100,11.28,-15.83,77.8,7.2
404,katobu,80,ID,1526365454,95,-4.94,122.53,82.93,7.31
405,aqtobe,0,KZ,1526362200,34,50.28,57.21,68.0,2.24
406,muros,40,ES,1526364000,93,42.77,-9.06,44.6,3.36
407,wasilla,90,US,1526364180,93,61.58,-149.44,44.6,1.95
408,joao camara,68,BR,1526365456,85,-5.54,-35.82,74.38,5.53
409,tabou,88,CI,1526365457,100,4.42,-7.36,76.0,4.29
410,dalbandin,0,PK,1526365457,17,28.9,64.41,90.49,9.1
411,porto novo,40,BR,1526364000,93,-23.68,-45.44,62.6,2.95
412,grand baie,20,MU,1526360400,78,-20.02,57.58,80.6,6.93
413,kamenka,0,RU,1526365459,45,53.19,44.05,72.49,4.18
414,catalao,20,BR,1526365459,63,-18.17,-47.95,67.27,11.68
415,kautokeino,88,NO,1526365460,94,69.01,23.04,53.05,3.62
416,puerto del rosario,75,ES,1526364000,82,28.5,-13.86,62.6,12.75
417,santo angelo,24,BR,1526365461,79,-28.3,-54.26,56.29,6.76
418,gat,0,SN,1526364000,88,14.69,-16.54,68.0,6.93
419,murmashi,75,RU,1526362200,74,68.82,32.82,37.4,6.71
420,kununurra,24,AU,1526364000,16,-15.77,128.74,84.2,11.41
421,ilhabela,0,BR,1526365462,100,-23.78,-45.36,72.94,13.8
422,lata,0,IN,1526364938,77,30.78,78.62,64.57,1.72
423,alice springs,0,AU,1526360400,22,-23.7,133.88,68.0,17.22
424,sandakan,75,MY,1526360400,70,5.84,118.12,91.4,9.17
425,massillon,1,US,1526365140,93,40.8,-81.52,66.2,8.99
426,jiazi,0,CN,1526360400,56,19.61,110.49,93.2,6.71
427,nhulunbuy,75,AU,1526364000,51,-12.18,136.78,82.4,14.99
428,namatanai,0,PG,1526364998,95,-3.66,152.44,85.09,4.74
429,bereda,90,ES,1526364000,87,43.27,-7.54,53.6,1.12
430,izumo,0,JP,1526360400,37,35.37,132.75,86.0,14.99
431,verkhoyansk,48,RU,1526365466,65,67.55,133.39,33.43,4.97
432,galich,32,RU,1526365467,27,58.38,42.35,77.71,9.55
433,kangaatsiaq,92,GL,1526365467,95,68.31,-53.46,26.95,3.74
434,kotri,0,PK,1526365468,37,25.36,68.31,101.29,15.59
435,piopio,0,CL,1526365468,100,-42.79,-73.57,38.02,2.17
436,necochea,0,AR,1526365141,92,-38.55,-58.74,45.94,12.01
437,harrison,1,US,1526364900,88,39.26,-84.82,75.2,3.36
438,muleba,92,TZ,1526365470,100,-1.84,31.66,67.81,9.66
439,kavieng,0,PG,1526364877,100,-2.57,150.8,84.73,4.63
440,derzhavinsk,0,KZ,1526365471,42,51.1,66.31,55.75,11.23
441,quelimane,40,MZ,1526360400,94,-17.88,36.89,73.4,4.41
442,inzer,0,RU,1526365387,21,54.22,57.56,58.36,4.18
443,kenai,90,US,1526363760,70,60.55,-151.26,46.4,12.75
444,mabaruma,92,GY,1526365473,100,8.2,-59.78,72.49,4.18
445,huarmey,12,PE,1526365473,88,-10.07,-78.15,56.92,3.06
446,tongliao,0,CN,1526365474,40,43.61,122.27,89.5,24.32
447,ha tinh,0,VN,1526365474,91,18.33,105.9,85.09,9.78
448,biak,68,ID,1526365475,93,-0.91,122.88,81.76,3.96
449,macusani,44,PE,1526365475,99,-14.07,-70.43,44.86,1.28
450,petropavlovsk-kamchatskiy,90,RU,1526362200,80,53.05,158.65,39.2,8.95
451,charters towers,0,AU,1526365476,51,-20.07,146.27,71.95,7.65
452,husavik,8,CA,1526364926,43,50.56,-96.99,48.91,8.66
453,umm kaddadah,0,SD,1526365477,17,13.6,26.69,84.1,16.04
454,lavrentiya,0,RU,1526364920,99,65.58,-170.99,30.01,3.06
455,khuzhir,80,RU,1526365478,53,53.19,107.35,45.58,3.74
456,cairns,40,AU,1526364000,50,-16.92,145.77,78.8,19.46
457,chuguyevka,88,RU,1526365480,58,44.17,133.87,72.04,5.97
458,horta,0,ES,1526364000,66,41.43,2.16,55.4,5.82
459,vozrozhdeniye,0,RU,1526363400,49,60.86,28.96,68.0,4.7
460,macapa,90,BR,1526360400,100,0.05,-51.07,77.0,2.24
461,awbari,100,LY,1526365482,27,26.59,12.77,82.21,14.81
462,sur,0,OM,1526365482,75,22.57,59.53,89.5,4.07
463,troitskaya,8,RU,1526365483,84,43.31,44.98,64.75,3.74
464,bandarbeyla,80,SO,1526365185,100,9.49,50.81,82.57,11.01
465,dingle,56,PH,1526365484,95,11.0,122.67,83.83,1.5
466,balabac,0,PH,1526365484,94,7.99,117.06,87.97,9.55
467,christchurch,88,NZ,1526364000,100,-43.53,172.64,53.6,3.36
468,alofi,76,NU,1526360400,83,-19.06,-169.92,77.0,13.87
469,westport,90,IE,1526360400,100,53.8,-9.52,50.0,8.05
470,san juan,75,PH,1526364000,50,14.6,121.03,95.0,10.29
471,fort smith,1,US,1526363580,78,35.39,-94.42,73.4,5.75
472,avera,1,US,1526363700,88,33.19,-82.53,73.4,7.09
473,tsabong,12,BW,1526365488,84,-26.02,22.4,43.06,3.74
474,hinton,0,CA,1526365489,33,53.4,-117.57,58.72,3.29
475,saint-georges,0,CA,1526365119,65,46.12,-70.67,52.6,5.19
476,henties bay,0,NA,1526364934,100,-22.12,14.28,54.58,1.72
477,ibia,24,NG,1526365490,95,5.18,6.32,73.21,3.18
478,daru,68,SL,1526365051,93,7.99,-10.85,73.93,2.73
479,menomonie,40,US,1526364900,100,44.88,-91.92,60.8,5.86
480,port hedland,0,AU,1526364000,8,-20.31,118.58,87.8,19.46
481,coquimbo,0,CL,1526364000,87,-29.95,-71.34,50.0,8.05
482,ranong,20,TH,1526360400,59,9.96,98.62,93.2,6.93
483,kohima,80,IN,1526365494,87,25.66,94.1,71.05,1.95
484,cabo san lucas,20,MX,1526359320,41,22.89,-109.91,78.8,13.87
485,ola,75,RU,1526362200,88,59.58,151.3,42.8,8.95
486,itarema,0,BR,1526365495,93,-2.92,-39.92,75.19,7.65
487,finnsnes,40,NO,1526363400,51,69.23,17.98,60.8,2.95
488,nouakchott,12,MR,1526365496,97,18.08,-15.98,67.27,15.03
489,namibe,20,AO,1526365496,100,-15.19,12.15,71.14,11.45
490,nikolayevsk-na-amure,92,RU,1526365497,87,53.14,140.72,41.98,9.66
491,barabai,0,ID,1526365497,69,-2.59,115.38,89.68,2.84
492,tchollire,24,CM,1526365498,74,8.4,14.17,79.06,5.75
493,san luis,0,AR,1526365499,80,-33.3,-66.34,53.59,11.9
494,fasa,0,IR,1526360400,18,28.94,53.65,73.4,9.17
495,muravlenko,64,RU,1526364950,90,63.79,74.5,27.94,14.14
496,nalut,8,LY,1526365500,74,31.86,10.98,64.66,6.08
497,hami,44,CN,1526365500,34,42.84,93.51,78.16,6.87
498,salinopolis,88,BR,1526365059,100,-0.61,-47.36,78.43,6.31
499,havoysund,0,NO,1526363400,71,71.0,24.66,51.8,4.7
500,miles city,1,US,1526363580,87,46.41,-105.84,51.8,9.17
501,xuddur,20,SO,1526365502,100,4.12,43.89,76.36,11.68
502,ust-maya,92,RU,1526365190,100,60.42,134.54,43.51,5.75
503,mercedes,92,UY,1526365503,97,-33.25,-58.03,60.79,4.63
504,akdepe,0,TM,1526362200,11,42.05,59.39,73.4,16.11
505,ratnagiri,0,IN,1526365504,90,16.98,73.3,87.7,12.01
506,bom jesus,75,BR,1526364000,94,-5.99,-35.58,75.2,6.93
507,shingu,40,JP,1526360400,68,33.72,135.99,71.6,5.82
508,kingston,20,CA,1526363760,100,44.23,-76.48,60.8,5.19
509,koutsouras,0,GR,1526365506,98,35.03,25.95,68.53,1.05
510,breves,92,BR,1526365507,100,-1.68,-50.48,73.3,6.98
511,barra patuca,68,HN,1526365508,92,15.8,-84.28,81.58,12.24
512,selizharovo,36,RU,1526365508,45,56.86,33.45,70.33,8.1
513,grants,1,US,1526360100,24,35.15,-107.85,59.0,8.05
514,rondonopolis,0,BR,1526365509,77,-16.46,-54.64,70.06,2.62
515,lanja,0,IN,1526365510,35,16.84,73.55,94.54,6.08
516,ghanzi,0,BW,1526365510,74,-21.7,21.65,48.01,11.01
517,basco,1,US,1526363700,93,40.33,-91.2,68.0,4.7
518,evensk,24,RU,1526365076,100,61.92,159.24,32.08,4.07
519,bang saphan,40,TH,1526360400,66,11.21,99.51,89.6,8.05
520,cruzeiro do sul,0,BR,1526360400,94,-7.63,-72.67,75.2,4.7
521,belomorsk,0,RU,1526365512,70,64.52,34.76,48.46,6.31
522,lewistown,1,US,1526363700,77,40.39,-90.15,71.6,9.17
523,garowe,56,SO,1526365513,74,8.41,48.48,82.21,9.44
524,ust-nera,80,RU,1526365514,89,64.57,143.24,35.59,2.39
525,petauke,32,ZM,1526365514,56,-14.25,31.33,74.56,9.22
526,samarai,80,PG,1526365514,100,-10.62,150.67,80.68,10.67
527,san buenaventura,8,MX,1526365515,65,27.06,-101.55,74.38,3.74
528,san policarpo,12,PH,1526365515,90,12.18,125.51,85.72,8.43
529,saquena,80,PE,1526365516,95,-4.67,-73.52,75.46,2.73
530,buala,88,SB,1526365063,83,-8.15,159.59,84.64,4.29
531,bilma,44,NE,1526365024,12,18.69,12.92,81.94,5.75
532,killybegs,92,IE,1526365517,95,54.63,-8.45,50.89,10.22
533,awjilah,8,LY,1526365518,43,29.14,21.3,74.29,11.23
534,chara,20,GR,1526363400,68,39.42,22.43,69.8,4.7
535,krasnovka,32,RU,1526365519,97,48.37,40.26,65.83,6.64
536,labytnangi,75,RU,1526362200,87,66.66,66.39,48.2,15.66
537,jalu,36,LY,1526364977,44,29.03,21.55,73.84,10.33
538,mildura,68,AU,1526365502,73,-34.18,142.16,59.26,9.55
539,ulladulla,75,AU,1526360400,63,-35.36,150.48,60.8,9.17
540,unai,0,BR,1526365522,73,-16.36,-46.91,63.67,7.2
541,shushenskoye,0,RU,1526360400,35,53.33,91.95,57.2,15.66
542,ximei,40,TW,1526362200,70,23.74,120.51,87.8,11.41
543,kiruna,0,SE,1526363400,62,67.86,20.23,53.6,5.82
544,katherine,0,AU,1526364000,13,-14.47,132.26,84.2,14.99
545,mapiripan,64,CO,1526365524,97,2.89,-72.13,72.76,6.64
546,san lawrenz,80,MT,1526363100,72,36.06,14.2,64.4,10.29
547,makakilo city,20,US,1526363820,78,21.35,-158.09,75.2,6.93
548,garwolin,75,PL,1526364000,81,51.9,21.61,53.6,6.93
549,pangoa,44,PE,1526365526,93,-12.12,-73.0,63.76,1.95
550,saint-gaudens,92,FR,1526364000,93,43.11,0.72,46.4,11.41
551,amarante do maranhao,0,BR,1526365527,97,-5.57,-46.74,70.78,4.74
552,valle hermoso,1,MX,1526359980,83,25.67,-97.82,78.8,8.05
553,okato,92,NZ,1526365528,100,-39.19,173.88,59.71,18.05
554,shaoxing,40,CN,1526362200,56,30.0,120.58,95.0,6.71
555,santa quiteria do maranhao,32,BR,1526365530,95,-3.52,-42.55,74.11,3.18
556,quatre cocos,20,MU,1526360400,78,-20.21,57.76,80.6,6.93
557,kalmunai,0,LK,1526365531,76,7.42,81.82,88.78,4.41
558,tahoua,92,NE,1526364000,54,14.89,5.26,82.4,18.34
559,otane,80,NZ,1526365531,98,-39.89,176.62,53.23,3.96
560,boa vista,75,BR,1526364000,94,2.82,-60.67,77.0,3.36
561,luwuk,68,ID,1526365534,93,-0.95,122.79,81.76,3.96
562,acajutla,36,SV,1526365534,91,13.59,-89.83,73.84,3.06
563,mitzic,92,GA,1526365535,95,0.78,11.55,73.03,2.62
564,moundsville,1,US,1526363760,88,39.92,-80.74,64.4,6.93
